Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
10,0,33,3,1700.0,44,210,17,3,2,1,30,909.76,0
10,0,32,2,1953.0,47,47,74,5,1,1,55,100.5,0
17,0,33,0,1085.0,33,27,13,3,1,2,30,152.72,0
6,0,32,0,1210.0,18,38,9,4,1,2,45,125.7,0
16,0,31,2,1610.0,40,36,19,2,1,1,25,236.25,0
8,0,31,2,3610.0,69,25,29,3,1,1,30,247.16,0
8,0,24,2,2080.0,34,45,20,3,1,1,30,264.56,0
22,0,23,3,6778.0,149,102,48,2,2,1,25,770.715,0
18,0,21,2,9318.0,179,90,46,5,1,1,55,277.455,0
14,0,22,4,3238.0,53,48,25,3,2,1,30,323.64,0
8,0,15,3,4775.0,48,232,16,3,1,1,30,1120.92,0
9,1,15,3,1873.0,27,17,13,3,1,1,30,144.0,1
12,0,36,1,4595.0,75,7,15,3,1,1,30,214.8,0
5,0,37,0,305.0,6,7,2,3,1,2,30,40.44,0
14,0,35,1,2678.0,64,356,22,3,1,1,30,1533.68,0
14,0,36,1,4423.0,70,7,33,2,1,1,25,233.685,0
7,0,36,1,2618.0,62,7,31,2,1,1,25,152.1,0
15,0,36,1,4000.0,86,29,26,3,1,1,30,279.44,0
8,0,36,1,2585.0,43,282,16,3,1,1,30,1233.12,0
17,0,35,2,9340.0,125,141,41,3,1,1,30,942.6,0
11,0,36,1,13998.0,173,7,42,3,1,1,30,594.84,0
11,0,36,1,4740.0,87,7,23,3,1,1,30,221.08,0
10,0,36,1,6143.0,99,7,10,3,1,1,30,277.68,0
13,0,36,0,2463.0,58,7,15,3,1,2,30,128.84,0
29,0,36,3,15044.24999999999,229,51,30,3,1,1,30,827.76,0
8,0,36,1,3320.0,31,480,6,3,1,1,30,2054.04,0
13,0,35,1,15044.24999999999,186,147,28,2,1,1,25,1376.82,0
7,0,35,1,6725.0,90,183,24,3,1,1,30,1004.6,0
5,0,35,0,1100.0,18,7,9,2,1,2,25,81.81,0
6,0,36,0,935.0,18,10,6,3,1,2,30,78.12,0
5,0,35,0,305.0,6,7,2,2,1,2,25,45.495,1
7,0,35,1,7733.0,131,381,41,3,1,1,30,1838.56,0
11,0,35,1,11690.0,158,8,45,4,1,1,45,316.2,0
12,0,35,1,6943.0,79,105,35,2,1,1,25,788.49,0
27,1,31,0,1180.0,51,13,15,3,1,2,30,101.24,1
25,0,34,4,10660.0,97,7,40,5,1,1,55,171.855,0
17,0,34,1,6043.0,102,23,22,2,1,1,25,380.025,0
5,0,32,1,3065.0,26,7,12,3,1,1,30,151.64,0
13,1,33,0,3215.0,45,7,14,3,1,2,30,158.4,1
13,1,34,0,2493.0,48,31,29,3,1,2,30,225.64,1
5,0,34,0,305.0,6,7,2,3,1,2,30,40.44,1
5,0,34,1,1893.0,29,7,4,4,1,1,45,65.55,0
7,0,31,1,7010.0,101,11,20,5,1,1,55,123.165,0
5,0,34,0,305.0,6,7,2,4,1,2,45,25.275,1
5,0,34,1,305.0,6,7,2,5,1,1,55,15.165,0
29,0,29,3,15044.24999999999,242,7,78,2,1,1,25,775.89,0
10,0,32,3,7190.0,120,268,31,3,2,1,30,1364.4,0
6,0,34,1,3943.0,86,7,26,3,1,1,30,189.16,0
7,0,33,0,1890.0,48,35,18,3,1,2,30,217.52,0
10,0,34,1,3005.0,57,172,21,2,1,1,25,911.79,0
8,0,25,1,1540.0,40,190,9,3,2,1,30,823.2,0
8,0,24,1,1793.0,43,27,66,4,1,1,45,113.4,0
15,0,25,0,925.0,29,7,5,3,1,2,30,66.16,0
5,0,24,0,305.0,6,18,2,4,1,2,45,52.775,0
14,0,23,1,1450.0,36,16,11,2,1,1,25,138.87,0
6,0,23,1,3450.0,65,7,21,3,1,1,30,168.6,0
6,0,16,1,1920.0,30,25,12,2,1,1,25,200.25,0
20,0,15,1,6618.0,145,82,40,2,2,1,25,673.335,0
16,0,13,1,9158.0,175,70,38,5,1,1,55,244.995,0
12,0,14,3,3078.0,49,28,17,3,1,1,30,237.08,0
6,0,13,1,4615.0,44,212,8,3,1,1,30,1034.36,0
7,1,13,1,1713.0,23,7,5,3,1,1,30,97.44,1
18,0,42,2,4935.0,87,27,25,3,1,1,30,308.88,0
10,0,42,0,883.0,21,29,12,3,1,2,30,152.16,0
20,0,42,2,3018.0,76,381,32,3,1,1,30,1647.76,0
20,0,42,2,4763.0,82,23,43,1,1,1,25,392.975,0
13,0,42,2,2958.0,74,24,41,2,1,1,25,244.44,0
21,0,42,3,4340.0,98,54,36,3,1,1,30,393.52,0
14,0,42,2,2925.0,55,307,26,4,1,1,45,842.0,0
23,0,42,4,9680.0,137,166,51,3,1,1,30,1056.68,0
17,0,42,2,14338.0,185,22,52,3,1,1,30,668.92,0
17,0,42,3,5080.0,99,24,33,4,1,1,45,189.475,0
16,0,42,2,6483.0,111,29,20,3,1,1,30,379.76,0
19,0,42,0,2803.0,70,30,25,4,1,2,45,146.825,0
35,0,42,4,15044.24999999999,241,76,40,3,1,1,30,941.84,0
14,0,42,3,3660.0,43,505,16,4,1,1,45,1355.075,0
19,0,42,2,15044.24999999999,198,172,38,2,1,1,25,1505.16,0
13,0,42,3,7065.0,102,208,34,4,1,1,45,699.175,0
10,0,42,0,1440.0,30,22,19,3,1,2,30,146.8,0
12,0,42,0,1275.0,30,35,16,3,1,2,30,192.2,0
10,0,42,0,565.0,16,22,8,3,1,2,30,111.24,1
13,0,42,2,8073.0,143,406,51,3,1,1,30,1952.64,0
17,0,42,3,12030.0,170,33,55,4,1,1,45,387.5,0
18,0,42,3,7283.0,91,130,45,2,1,1,25,916.83,0
33,1,41,0,1520.0,63,38,25,3,1,2,30,215.32,1
31,0,42,4,11000.0,109,23,50,5,1,1,55,201.135,0
23,0,42,3,6383.0,114,48,32,3,1,1,30,451.88,0
11,0,42,2,3405.0,38,22,22,4,1,1,45,141.075,0
19,1,42,0,3555.0,57,31,24,3,1,2,30,268.48,1
19,1,42,0,2833.0,60,56,39,4,1,2,45,212.325,1
10,0,42,0,698.0,18,22,10,3,1,2,30,116.64,1
11,0,42,2,2233.0,41,22,14,4,1,1,45,111.85,0
13,0,41,3,7350.0,113,36,30,5,1,1,55,165.945,0
10,1,42,0,1193.0,23,31,12,4,1,2,45,107.9,1
10,0,42,3,903.0,20,26,10,5,1,1,55,52.845,0
35,0,39,4,15044.24999999999,254,22,88,2,2,1,25,859.23,0
16,1,42,4,7530.0,132,293,41,3,2,1,30,1478.48,0
12,0,42,2,4283.0,98,24,36,3,1,1,30,271.24,0
13,0,42,0,2230.0,60,60,28,4,1,2,45,207.25,0
16,0,42,2,3345.0,69,197,31,2,1,1,25,1040.13,0
14,0,35,3,1880.0,52,215,19,3,2,1,30,937.28,0
14,0,34,2,2133.0,55,52,76,5,1,1,55,110.82,0
21,0,35,0,1265.0,41,32,15,3,1,2,30,180.24,0
10,0,34,0,1390.0,26,43,11,4,1,2,45,142.9,0
20,0,33,2,1790.0,48,41,21,2,1,1,25,267.21,0
12,0,33,2,3790.0,77,30,31,4,1,1,45,171.675,0
12,0,26,2,2260.0,42,50,22,3,1,1,30,292.08,0
26,0,25,3,6958.0,157,107,50,2,2,1,25,801.675,0
22,0,23,2,9498.0,187,95,48,5,1,1,55,287.775,0
18,0,24,4,3418.0,61,53,27,4,2,1,45,219.475,0
12,0,17,3,4955.0,56,237,18,3,1,1,30,1148.44,0
13,0,17,3,2053.0,35,22,15,3,1,1,30,171.52,1
8,0,34,1,4415.0,67,7,13,3,1,1,30,207.28,0
5,0,35,0,305.0,6,7,2,2,1,2,25,45.495,0
10,0,33,1,2498.0,56,351,20,3,1,1,30,1506.16,0
10,0,34,1,4243.0,62,7,31,2,1,1,25,225.225,0
5,0,34,1,2438.0,54,7,29,1,1,1,25,175.56,0
11,0,34,1,3820.0,78,24,24,3,1,1,30,251.92,0
5,0,34,1,2405.0,35,277,14,3,1,1,30,1205.6,0
13,0,33,2,9160.0,117,136,39,3,1,1,30,915.08,0
7,0,34,1,13818.0,165,7,40,3,1,1,30,587.32,0
7,0,34,1,4560.0,79,7,21,3,1,1,30,213.56,0
6,0,34,1,5963.0,91,7,8,3,1,1,30,270.16,0
9,0,34,0,2283.0,50,7,13,3,1,2,30,121.32,0
25,0,34,3,15044.24999999999,221,46,28,3,1,1,30,800.24,0
5,0,34,1,3140.0,23,475,4,3,1,1,30,2026.52,0
9,0,33,1,15044.24999999999,178,142,26,2,1,1,25,1345.86,0
5,0,33,1,6545.0,82,178,22,3,1,1,30,977.08,0
5,0,33,0,920.0,10,7,7,2,1,2,25,73.35,0
5,0,34,0,755.0,10,7,4,3,1,2,30,58.6,0
5,0,33,0,305.0,6,7,2,2,1,2,25,45.495,1
5,0,33,1,7553.0,123,376,39,2,1,1,25,2037.42,0
7,0,33,1,11510.0,150,7,43,4,1,1,45,309.0,0
8,0,33,1,6763.0,71,100,33,2,1,1,25,757.53,0
23,0,29,0,1000.0,43,8,13,2,1,2,25,82.935,1
21,0,32,4,10480.0,89,7,38,5,1,1,55,169.035,0
13,0,32,1,5863.0,94,18,20,2,1,1,25,349.065,1
5,0,30,1,2885.0,18,7,10,3,1,1,30,144.12,0
9,0,31,0,3035.0,37,7,12,3,1,2,30,150.88,1
9,1,32,0,2313.0,40,26,27,3,1,2,30,198.12,1
5,0,32,0,305.0,6,7,2,3,1,2,30,40.44,1
5,0,32,1,305.0,6,7,2,3,1,1,30,40.44,0
5,0,29,1,6830.0,93,7,18,5,1,1,55,114.345,0
5,0,32,0,305.0,6,7,2,4,1,2,45,25.275,1
5,0,32,1,305.0,6,7,2,5,1,1,55,15.165,1
25,0,27,3,15044.24999999999,234,7,76,2,1,1,25,767.43,0
6,0,30,3,7010.0,112,263,29,2,2,1,25,1503.99,0
5,0,32,1,3763.0,78,7,24,2,1,1,25,204.345,0
5,0,31,0,1710.0,40,30,16,3,1,2,30,190.0,0
6,0,32,1,2825.0,49,167,19,2,1,1,25,880.83,0
5,0,23,1,1360.0,32,185,7,2,2,1,25,895.14,0
5,0,22,1,1613.0,35,22,64,4,1,1,45,96.2,0
11,0,23,0,745.0,21,7,3,2,1,2,25,65.97,0
5,0,22,0,305.0,6,13,2,4,1,2,45,40.275,0
10,0,21,1,1270.0,28,11,9,2,1,1,25,107.91,0
5,0,21,1,3270.0,57,7,19,3,1,1,30,161.08,0
5,0,14,1,1740.0,22,20,10,2,1,1,25,169.29,0
16,0,13,1,6438.0,137,77,38,2,2,1,25,642.375,0
12,0,13,1,8978.0,167,65,36,4,1,1,45,391.125,0
8,0,13,3,2898.0,41,23,15,3,1,1,30,209.56,0
5,0,13,1,4435.0,36,207,6,3,1,1,30,1006.84,0
5,1,13,0,1533.0,15,7,3,3,1,1,30,89.92,1
15,0,42,1,4855.0,85,23,24,3,1,1,30,289.6,0
7,0,42,0,803.0,19,25,11,3,1,2,30,132.88,0
17,0,42,1,2938.0,74,377,31,3,1,1,30,1628.48,0
17,0,42,1,4683.0,80,19,42,1,1,1,25,366.465,0
10,0,42,1,2878.0,72,20,40,2,1,1,25,222.75,0
18,0,42,2,4260.0,96,50,35,3,1,1,30,374.24,0
11,0,42,1,2845.0,53,303,25,3,1,1,30,1327.92,0
20,0,42,3,9600.0,135,162,50,3,1,1,30,1037.4,0
14,0,42,1,14258.0,183,18,51,3,1,1,30,649.64,0
14,0,42,2,5000.0,97,20,32,3,1,1,30,283.88,0
13,0,42,1,6403.0,109,25,19,3,1,1,30,360.48,0
16,1,42,0,2723.0,68,26,24,3,1,2,30,215.64,0
32,0,42,4,15044.24999999999,239,72,39,3,1,1,30,922.56,0
11,0,42,2,3580.0,41,501,15,3,1,1,30,2148.84,0
16,0,42,1,15044.24999999999,196,168,37,2,1,1,25,1483.47,0
10,0,42,2,6985.0,100,204,33,3,1,1,30,1099.4,0
7,0,42,0,1360.0,28,18,18,2,1,2,25,143.46,0
9,0,42,0,1195.0,28,31,15,3,1,2,30,172.92,0
7,0,42,0,485.0,14,18,7,2,1,2,25,103.455,1
10,0,42,1,7993.0,141,402,50,3,1,1,30,1933.36,0
14,0,42,2,11950.0,168,29,54,4,1,1,45,375.45,0
15,0,42,2,7203.0,89,126,44,2,1,1,25,895.14,0
30,0,38,0,1440.0,61,34,24,3,1,2,30,196.04,1
28,0,41,4,10920.0,107,19,49,5,2,1,55,193.905,0
20,0,41,2,6303.0,112,44,31,2,1,1,25,486.675,0
8,0,39,1,3325.0,36,18,21,3,1,1,30,206.44,0
16,1,40,0,3475.0,55,27,23,3,1,2,30,249.2,1
16,1,41,0,2753.0,58,52,38,4,1,2,45,200.275,1
7,1,41,0,618.0,16,18,9,3,1,2,30,97.36,1
8,0,41,1,2153.0,39,18,13,4,1,1,45,99.8,0
10,0,38,2,7270.0,111,32,29,5,1,1,55,158.715,0
7,0,41,0,1113.0,21,27,11,4,1,2,45,95.85,1
7,0,41,2,823.0,18,22,9,5,1,1,55,45.615,0
32,1,36,4,15044.24999999999,252,18,87,2,2,1,25,837.54,0
13,0,39,4,7450.0,130,289,40,3,2,1,30,1459.2,0
9,0,41,1,4203.0,96,20,35,3,1,1,30,251.96,0
10,0,40,0,2150.0,58,56,27,3,1,2,30,312.32,0
13,0,41,1,3265.0,67,193,30,2,1,1,25,1018.44,0
11,0,32,2,1800.0,50,211,18,3,2,1,30,918.0,0
11,0,31,1,2053.0,53,48,75,5,1,1,55,103.59,0
18,0,32,0,1185.0,39,28,14,3,1,2,30,160.96,0
7,0,31,0,1310.0,24,39,10,4,1,2,45,130.85,0
17,0,30,1,1710.0,46,37,20,2,1,1,25,245.52,0
9,0,30,1,3710.0,75,26,30,3,1,1,30,255.4,0
9,0,23,1,2180.0,40,46,21,3,1,1,30,272.8,0
23,0,22,2,6878.0,155,103,49,2,2,1,25,779.985,0
19,0,20,1,9418.0,185,91,47,5,1,1,55,280.545,0
15,0,21,4,3338.0,59,49,26,3,1,1,30,331.88,0
9,0,14,2,4875.0,54,233,17,3,1,1,30,1129.16,0
10,0,14,2,1973.0,33,18,14,3,1,1,30,152.24,1
11,0,37,1,4495.0,69,7,14,3,1,1,30,210.56,0
5,0,38,0,305.0,6,7,2,3,1,2,30,40.44,0
13,0,36,1,2578.0,58,355,21,3,1,1,30,1525.44,0
13,0,37,1,4323.0,64,7,32,1,1,1,25,279.785,0
6,0,37,1,2518.0,56,7,30,2,1,1,25,147.33,0
14,0,37,2,3900.0,80,28,25,3,1,1,30,271.2,0
7,0,37,1,2485.0,37,281,15,3,1,1,30,1224.88,0
16,0,36,3,9240.0,119,140,40,3,1,1,30,934.36,0
10,0,37,1,13898.0,167,7,41,3,1,1,30,590.6,0
10,0,37,2,4640.0,81,7,22,3,1,1,30,216.84,0
9,0,37,1,6043.0,93,7,9,3,1,1,30,273.44,0
12,0,37,0,2363.0,52,7,14,3,1,2,30,124.6,0
28,0,37,4,15044.24999999999,223,50,29,3,2,1,30,819.52,0
7,0,37,2,3220.0,25,479,5,3,1,1,30,2045.8,0
12,0,36,1,15044.24999999999,180,146,27,2,1,1,25,1367.55,0
6,0,36,2,6625.0,84,182,23,3,1,1,30,996.36,0
5,0,36,0,1000.0,12,7,8,2,1,2,25,77.04,0
5,0,37,0,835.0,12,9,5,3,1,2,30,69.88,0
5,0,36,0,305.0,6,7,2,2,1,2,25,45.495,1
6,0,36,1,7633.0,125,380,40,3,1,1,30,1830.32,0
10,0,36,2,11590.0,152,7,44,4,1,1,45,311.05,0
11,0,36,2,6843.0,73,104,34,2,1,1,25,779.22,0
26,1,32,0,1080.0,45,12,14,3,1,2,30,93.0,1
24,0,35,4,10560.0,91,7,39,5,1,1,55,170.265,0
16,0,35,2,5943.0,96,22,21,2,1,1,25,370.755,1
5,0,33,1,2965.0,20,7,11,3,1,1,30,147.4,0
12,1,34,0,3115.0,39,7,13,3,1,2,30,154.16,1
12,0,35,0,2393.0,42,30,28,4,1,2,45,135.875,1
5,1,35,0,305.0,6,7,2,3,1,2,30,40.44,1
5,0,35,1,1793.0,23,7,3,4,1,1,45,62.9,0
6,0,32,2,6910.0,95,10,19,5,1,1,55,120.075,0
5,0,35,0,305.0,6,7,2,4,1,2,45,25.275,1
5,0,35,1,305.0,6,7,2,5,1,1,55,15.165,0
28,0,30,4,15044.24999999999,236,7,77,2,2,1,25,771.12,0
9,0,33,4,7090.0,114,267,30,3,2,1,30,1356.16,0
5,0,35,1,3843.0,80,7,25,3,1,1,30,184.92,0
6,0,34,0,1790.0,42,34,17,3,1,2,30,209.28,0
9,0,35,1,2905.0,51,171,20,2,1,1,25,902.52,0
7,0,26,2,1440.0,34,189,8,3,2,1,30,814.96,0
7,0,25,1,1693.0,37,26,65,5,1,1,55,64.95,0
14,0,26,0,825.0,23,7,4,3,1,2,30,61.92,0
5,0,25,0,305.0,6,17,2,4,1,2,45,50.275,0
13,0,24,1,1350.0,30,15,10,2,1,1,25,129.6,0
5,0,24,1,3350.0,59,7,20,3,1,1,30,164.36,0
5,0,17,1,1820.0,24,24,11,3,1,1,30,169.76,0
19,0,16,2,6518.0,139,81,39,2,2,1,25,664.065,0
15,0,14,1,9058.0,169,69,37,5,1,1,55,241.905,0
11,0,15,4,2978.0,43,27,16,3,1,1,30,228.84,0
5,0,13,2,4515.0,38,211,7,3,1,1,30,1026.12,0
6,1,13,2,1613.0,17,7,4,3,1,1,30,93.2,1
17,0,40,3,5275.0,87,33,34,3,1,1,30,346.48,0
9,0,41,0,1223.0,21,35,21,3,1,2,30,189.76,0
19,0,39,3,3358.0,76,387,41,3,1,1,30,1685.36,0
19,0,40,3,5103.0,82,29,52,1,1,1,25,444.675,0
12,0,40,3,3298.0,74,30,50,2,1,1,25,286.74,0
20,0,40,4,4680.0,98,60,45,3,1,1,30,431.12,0
13,0,40,3,3265.0,55,313,35,4,1,1,45,865.5,0
22,1,39,4,10020.0,137,172,60,3,1,1,30,1094.28,0
16,0,40,3,14678.0,185,28,61,3,1,1,30,706.52,0
16,0,40,4,5420.0,99,30,42,3,1,1,30,340.76,0
15,0,40,3,6823.0,111,35,29,3,1,1,30,417.36,0
18,0,40,0,3143.0,70,36,34,3,1,2,30,272.52,0
34,1,40,4,15044.24999999999,241,82,49,3,2,1,30,979.44,0
13,0,40,4,4000.0,43,511,25,4,1,1,45,1378.575,0
18,0,39,3,15044.24999999999,198,178,47,2,1,1,25,1547.46,0
12,0,39,4,7405.0,102,214,43,3,1,1,30,1156.28,0
9,0,39,0,1780.0,30,28,28,2,1,2,25,207.45,0
11,0,40,0,1615.0,30,41,25,3,1,2,30,229.8,0
9,1,39,0,905.0,16,28,17,2,1,2,25,167.445,1
12,0,39,3,8413.0,143,412,60,3,1,1,30,1990.24,0
16,0,39,4,12370.0,170,39,64,4,1,1,45,411.0,0
17,0,39,4,7623.0,91,136,54,2,2,1,25,959.13,0
32,1,35,0,1860.0,63,44,34,3,1,2,30,252.92,1
30,0,38,1,11340.0,109,29,59,5,1,1,55,215.235,0
22,0,38,4,6723.0,114,54,41,3,1,1,30,489.48,0
10,0,36,3,3745.0,38,28,31,3,1,1,30,263.32,0
18,1,37,0,3895.0,57,37,33,3,1,2,30,306.08,1
18,0,38,0,3173.0,60,62,48,4,1,2,45,235.825,1
9,0,38,0,1038.0,18,28,19,3,1,2,30,154.24,1
10,0,38,3,2573.0,41,28,23,4,1,1,45,135.35,0
12,0,35,4,7690.0,113,42,39,5,1,1,55,180.045,0
9,0,38,0,1533.0,23,37,21,4,1,2,45,131.4,1
9,0,38,4,1243.0,20,32,19,5,1,1,55,66.945,0
34,0,33,4,15044.24999999999,254,28,97,2,2,1,25,901.53,0
15,0,36,4,7870.0,132,299,50,3,2,1,30,1516.08,0
11,0,38,3,4623.0,98,30,45,3,1,1,30,308.84,0
12,1,37,0,2570.0,60,66,37,4,1,2,45,230.75,1
15,0,38,3,3685.0,69,203,40,2,1,1,25,1082.43,0
13,0,29,4,2220.0,52,221,28,3,2,1,30,974.88,0
13,0,28,3,2473.0,55,58,85,5,1,1,55,124.92,0
20,0,29,0,1605.0,41,38,24,3,1,2,30,217.84,0
9,0,28,0,1730.0,26,49,20,4,1,2,45,166.4,0
19,0,27,3,2130.0,48,47,30,2,1,1,25,309.51,0
11,0,27,3,4130.0,77,36,40,3,1,1,30,312.28,0
11,0,20,3,2600.0,42,56,31,3,1,1,30,329.68,0
25,0,19,4,7298.0,157,113,59,2,2,1,25,843.975,0
21,0,17,3,9838.0,187,101,57,5,1,1,55,301.875,0
17,0,18,4,3758.0,61,59,36,3,2,1,30,388.76,0
11,0,13,4,5295.0,56,243,27,3,2,1,30,1186.04,0
12,1,13,4,2393.0,35,28,24,3,1,1,30,209.12,1
9,0,40,0,4075.0,67,7,4,3,1,1,30,193.68,0
5,0,41,0,305.0,6,7,2,3,1,2,30,40.44,0
11,0,39,0,2158.0,56,345,11,3,1,1,30,1468.56,0
11,0,40,0,3903.0,62,7,22,1,1,1,25,256.575,0
5,0,40,0,2098.0,54,7,20,2,1,1,25,128.34,0
12,0,40,0,3480.0,78,18,15,3,1,1,30,214.32,0
5,0,40,0,2065.0,35,271,5,3,1,1,30,1168.0,0
14,0,39,1,8820.0,117,130,30,3,1,1,30,877.48,0
8,0,40,0,13478.0,165,7,31,3,1,1,30,573.72,0
8,0,40,0,4220.0,79,7,12,3,1,1,30,199.96,0
7,0,40,1,5623.0,91,7,17,3,1,1,30,256.56,0
10,0,40,0,1943.0,50,7,4,3,1,2,30,107.72,0
26,0,40,2,14845.0,221,40,19,3,1,1,30,762.64,0
5,0,40,1,2800.0,23,469,9,3,1,1,30,1988.92,0
10,0,39,0,15044.24999999999,178,136,17,2,1,1,25,1303.56,0
5,0,39,0,6205.0,82,172,13,3,1,1,30,939.48,0
5,0,39,0,580.0,10,7,2,2,1,2,25,58.05,0
5,0,40,0,415.0,10,7,2,3,1,2,30,45.0,0
5,0,39,0,7213.0,123,370,30,3,1,1,30,1773.44,0
8,0,39,0,11170.0,150,7,34,4,1,1,45,300.5,0
9,0,39,0,6423.0,71,94,24,2,1,1,25,715.23,0
24,0,35,0,660.0,43,7,4,3,1,2,30,56.12,1
22,0,38,4,10140.0,89,7,29,5,1,1,55,163.935,0
14,0,38,0,5523.0,94,12,11,2,1,1,25,306.765,1
5,0,36,1,2545.0,18,7,6,3,1,1,30,130.52,0
10,0,37,0,2695.0,37,7,3,3,1,2,30,137.28,1
10,0,38,0,1973.0,40,20,18,3,1,2,30,160.52,1
5,1,38,0,305.0,6,7,2,3,1,2,30,40.44,1
5,0,38,1,1373.0,21,7,2,4,1,1,45,52.35,0
5,0,35,0,6490.0,93,7,9,5,1,1,55,109.245,0
5,0,38,0,305.0,6,7,2,4,1,2,45,25.275,1
5,0,38,0,305.0,6,7,2,5,1,1,55,15.165,0
26,0,33,2,15044.24999999999,234,7,67,2,1,1,25,752.13,0
7,0,36,2,6670.0,112,257,20,3,2,1,30,1299.28,0
5,0,38,0,3423.0,78,7,15,3,1,1,30,168.04,0
5,0,37,0,1370.0,40,24,7,3,1,2,30,152.4,0
7,0,38,0,2485.0,49,161,10,2,1,1,25,838.53,0
5,0,29,1,1020.0,32,179,2,3,2,1,30,758.08,0
5,0,28,0,1273.0,35,16,55,4,1,1,45,72.7,0
12,0,29,0,405.0,21,7,2,3,1,2,30,45.04,0
5,0,28,0,305.0,6,7,2,4,1,2,45,25.275,0
11,0,27,1,930.0,28,7,2,2,1,1,25,74.61,0
5,0,27,0,2930.0,57,7,10,3,1,1,30,147.48,0
5,0,20,1,1400.0,22,14,2,2,1,1,25,126.99,0
17,0,19,0,6098.0,137,71,29,2,2,1,25,600.075,0
13,0,17,0,8638.0,167,59,27,5,1,1,55,220.575,0
9,0,18,2,2558.0,41,17,6,3,1,1,30,171.96,0
5,0,13,1,4095.0,36,201,25,3,1,1,30,969.24,0
5,1,13,1,1193.0,15,7,2,3,1,1,30,76.32,1
13,0,41,2,4790.0,83,44,23,3,1,1,30,370.92,0
5,0,42,0,738.0,17,46,10,3,1,2,30,214.2,0
15,0,40,2,2873.0,72,398,30,3,1,1,30,1709.8,0
15,0,41,2,4618.0,78,40,41,1,1,1,25,478.28,0
8,0,41,2,2813.0,70,41,39,2,1,1,25,314.235,0
16,0,41,3,4195.0,94,71,34,3,1,1,30,455.56,0
9,0,41,2,2780.0,51,324,24,4,1,1,45,880.775,0
18,0,40,4,9535.0,133,183,49,3,1,1,30,1118.72,0
12,0,41,2,14193.0,181,39,50,3,1,1,30,730.96,0
12,0,41,3,4935.0,95,41,31,4,1,1,45,228.25,0
11,0,41,2,6338.0,107,46,18,3,1,1,30,441.8,0
14,1,41,0,2658.0,66,47,23,4,1,2,45,185.6,0
30,0,41,4,15044.24999999999,237,93,38,3,1,1,30,1003.88,0
9,0,41,3,3515.0,39,522,14,4,1,1,45,1393.85,0
14,0,40,2,15044.24999999999,194,189,36,3,1,1,30,1399.96,0
8,0,40,3,6920.0,98,225,32,4,1,1,45,737.95,0
5,0,40,0,1295.0,26,39,17,3,1,2,30,208.84,0
7,0,41,0,1130.0,26,52,14,3,1,2,30,254.24,0
5,0,40,0,420.0,12,39,6,3,1,2,30,173.28,1
8,0,40,2,7928.0,139,423,49,3,1,1,30,2014.68,0
12,0,40,3,11885.0,166,50,53,4,1,1,45,426.275,0
13,0,40,3,7138.0,87,147,43,3,1,1,30,877.0,0
28,1,36,0,1375.0,59,55,23,3,1,2,30,277.36,1
26,0,39,4,10855.0,105,40,48,5,2,1,55,224.4,0
18,0,39,3,6238.0,110,65,30,3,1,1,30,513.92,0
6,0,37,2,3260.0,34,39,20,4,1,1,45,179.85,0
14,0,38,0,3410.0,53,48,22,3,1,2,30,330.52,1
14,1,39,0,2688.0,56,73,37,4,1,2,45,251.1,1
5,0,39,0,553.0,14,39,8,3,1,2,30,178.68,1
6,0,39,2,2088.0,37,39,12,4,1,1,45,150.625,0
8,0,36,3,7205.0,109,53,28,5,1,1,55,189.21,0
5,0,39,0,1048.0,19,48,10,4,1,2,45,146.675,1
5,0,39,3,758.0,16,43,8,5,1,1,55,76.11,0
30,0,34,4,15044.24999999999,250,39,86,2,2,1,25,929.025,0
11,0,37,4,7385.0,128,310,39,3,2,1,30,1540.52,0
7,0,39,2,4138.0,94,41,34,3,1,1,30,333.28,0
8,0,38,0,2085.0,56,77,26,4,1,2,45,246.025,0
11,0,39,2,3200.0,65,214,29,3,1,1,30,986.6,0
9,0,30,3,1735.0,48,232,17,3,2,1,30,999.32,0
9,0,29,2,1988.0,51,69,74,5,1,1,55,134.085,0
16,0,30,0,1120.0,37,49,13,3,1,2,30,242.28,0
5,0,29,0,1245.0,22,60,9,4,1,2,45,181.675,0
15,0,28,2,1645.0,44,58,19,2,1,1,25,337.005,0
7,0,28,2,3645.0,73,47,29,4,1,1,45,210.45,0
7,0,21,2,2115.0,38,67,20,3,1,1,30,354.12,0
21,0,20,3,6813.0,153,124,48,2,2,1,25,871.47,0
17,0,18,2,9353.0,183,112,46,5,1,1,55,311.04,0
13,0,19,4,3273.0,57,70,25,4,1,1,45,258.25,0
7,0,13,3,4810.0,52,254,16,3,1,1,30,1210.48,0
8,1,13,3,1908.0,31,39,13,3,1,1,30,233.56,1
13,0,39,0,4560.0,71,7,15,2,1,1,25,239.895,0
5,0,40,0,305.0,6,7,2,2,1,2,25,45.495,0
15,0,38,0,2643.0,60,334,22,2,1,1,25,1624.635,0
15,0,39,0,4388.0,66,7,33,1,1,1,25,283.47,0
8,0,39,0,2583.0,58,7,31,1,1,1,25,183.755,0
16,0,39,1,3965.0,82,7,26,3,1,1,30,189.88,0
9,0,39,0,2550.0,39,260,16,3,1,1,30,1143.56,0
18,0,38,2,9305.0,121,119,41,3,1,1,30,853.04,0
